"seq","origin_filename","source_id","filename","dataset_kind","provider","source_url","license","rights_url","sha256","origin_sha256","width","height","content_type","color_mode","quality_label","split","source_path"
"1960","image-170.png","image-170","1960.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","78f5d1f3b78f9f06fcd7bbc2585c4cbacb726c6136d015ca23431a3348a02ac2","78f5d1f3b78f9f06fcd7bbc2585c4cbacb726c6136d015ca23431a3348a02ac2","1480","1170","outdoor_scene","RGB","existing_damage","train","images/1960.png"
"1961","image-171.png","image-171","1961.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","e8abe51bf1c0f47f024f7908e31e23ef1d226f8a3ac2bb8ad3f319cd405441ce","e8abe51bf1c0f47f024f7908e31e23ef1d226f8a3ac2bb8ad3f319cd405441ce","1150","1422","group_portrait","RGB","existing_damage","train","images/1961.png"
"1962","image-172.png","image-172","1962.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","8cd705bbb4b9ec0047ce509b6e737e86d5050f5f6079f0f7d480818074303537","8cd705bbb4b9ec0047ce509b6e737e86d5050f5f6079f0f7d480818074303537","1060","1284","group_portrait","RGB","existing_damage","train","images/1962.png"
"1963","image-173.png","image-173","1963.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","331a3ec39ce14d47d4f34a4b3a745112fdfd4bd0cf2c22358cf4904f3b135f37","331a3ec39ce14d47d4f34a4b3a745112fdfd4bd0cf2c22358cf4904f3b135f37","1451","1038","group_portrait","RGB","existing_damage","train","images/1963.png"
"1964","image-174.png","image-174","1964.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","82c76e7c2f7765d97156f701514613e3b83d55ac104d9cc76dd2a62896e86383","82c76e7c2f7765d97156f701514613e3b83d55ac104d9cc76dd2a62896e86383","1467","1037","architecture","RGB","existing_damage","test","images/1964.png"
"1965","image-175.png","image-175","1965.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","5019faba096bc5a2f2dce8d1b4281615b01a5ee3b8aa06fc206f25ae827421f6","5019faba096bc5a2f2dce8d1b4281615b01a5ee3b8aa06fc206f25ae827421f6","982","1287","other","RGB","existing_damage","train","images/1965.png"
"1966","image-176.png","image-176","1966.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","d2e577cd27d734a8df8b6f8aa62952e355c7688b995b27189af39018094053f2","d2e577cd27d734a8df8b6f8aa62952e355c7688b995b27189af39018094053f2","1487","1152","architecture","RGB","existing_damage","train","images/1966.png"
"1967","image-177.png","image-177","1967.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","e7f85db381e4ad1729fcd9394d2249ae8c243cd7352bdee4f962d352c963fd38","e7f85db381e4ad1729fcd9394d2249ae8c243cd7352bdee4f962d352c963fd38","1513","1196","group_portrait","RGB","existing_damage","train","images/1967.png"
"1968","image-178.png","image-178","1968.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","e4dfb7725f1e6abed01ca87698a4a8ea61ac192c6394dbd36c0e48eb641e5eeb","e4dfb7725f1e6abed01ca87698a4a8ea61ac192c6394dbd36c0e48eb641e5eeb","1491","1153","architecture","RGB","existing_damage","train","images/1968.png"
"1969","image-179.png","image-179","1969.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","c26c7c953d664e0c72a779ac17dc294e713836d2627c283cdcc6ce50e3905e56","aa757068327cdb6b82be1ed7ea86c41312e963d0ec40fd0a7a58ed25135566b5","1160","1485","outdoor_scene","RGB","existing_damage","train","images/1969.png"
"1970","image-180.png","image-180","1970.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","c68cc32e410b266f3397fe0f063fbb2b8e7fbaa31e2e85119fbc77c1f7c706e8","c68cc32e410b266f3397fe0f063fbb2b8e7fbaa31e2e85119fbc77c1f7c706e8","1283","954","group_portrait","RGB","existing_damage","test","images/1970.png"
"1971","image-181.png","image-181","1971.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","d9e5c19a0f90c96891c3b4da644d36b4ce1dec3976866f4232b66308e9dfbab3","d9e5c19a0f90c96891c3b4da644d36b4ce1dec3976866f4232b66308e9dfbab3","1490","1172","outdoor_scene","RGB","existing_damage","train","images/1971.png"
"1972","image-182.png","image-182","1972.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","6b0ba94f452b2b13b0ef678cfed97daeefed640b9505ba80def7d44e467d6296","6b0ba94f452b2b13b0ef678cfed97daeefed640b9505ba80def7d44e467d6296","1313","967","group_portrait","RGB","existing_damage","train","images/1972.png"
"1973","image-183.png","image-183","1973.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","845cfa5cf9385a83e6c1a6efbcbace88f99607188c4f47677cf1b97f68abb3db","845cfa5cf9385a83e6c1a6efbcbace88f99607188c4f47677cf1b97f68abb3db","1518","1168","architecture","RGB","existing_damage","train","images/1973.png"
"1974","image-184.png","image-184","1974.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","48f2d487144b4fbd20e91eb9ce185f12d4c842a27bafd37f0e5cc31ea9c0e72b","48f2d487144b4fbd20e91eb9ce185f12d4c842a27bafd37f0e5cc31ea9c0e72b","1483","1186","architecture","RGB","existing_damage","train","images/1974.png"
"1975","image-185.png","image-185","1975.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","792fa5a6a8e72a0f350dbc27e46bc103f16b78b564f4356410deec2cb62cc831","792fa5a6a8e72a0f350dbc27e46bc103f16b78b564f4356410deec2cb62cc831","1493","1156","outdoor_scene","RGB","existing_damage","train","images/1975.png"
"1976","image-186.png","image-186","1976.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","7979be0ce6d8f6a032864a6c1896d2b46adc1e4c7867a34b84a75c0a1fda4dcb","7979be0ce6d8f6a032864a6c1896d2b46adc1e4c7867a34b84a75c0a1fda4dcb","1475","1161","outdoor_scene","RGB","existing_damage","train","images/1976.png"
"1977","image-187.png","image-187","1977.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","4e95c96f014ecf8f5e2df5bbb10d074cb3f9b9dcef81f12792881eb474342601","4e95c96f014ecf8f5e2df5bbb10d074cb3f9b9dcef81f12792881eb474342601","1483","1168","architecture","RGB","existing_damage","train","images/1977.png"
"1978","image-188.png","image-188","1978.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","17f0d10e7be9b99679a62f1a4885598e3807e96a6c72f8dfccb46e0777baf5f9","17f0d10e7be9b99679a62f1a4885598e3807e96a6c72f8dfccb46e0777baf5f9","1502","1113","outdoor_scene","RGB","existing_damage","train","images/1978.png"
"1979","image-189.png","image-189","1979.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","118b573e45bb3044d735d4a1a0f544e04c8cf512832ac2bb2c38dd4b712f5200","118b573e45bb3044d735d4a1a0f544e04c8cf512832ac2bb2c38dd4b712f5200","1523","1160","outdoor_scene","RGB","existing_damage","train","images/1979.png"
"1980","image-190.png","image-190","1980.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","747071f8c2f2f75ae1b2b753f6c1ec0453bc823dcdcfbb69929a5a401e3bc345","747071f8c2f2f75ae1b2b753f6c1ec0453bc823dcdcfbb69929a5a401e3bc345","1483","1161","architecture","RGB","existing_damage","train","images/1980.png"
"1981","image-191.png","image-191","1981.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","644e01e1395e9732e793cea5f06172d67c0e3cbdbcc431c7ee409ff903bd5238","644e01e1395e9732e793cea5f06172d67c0e3cbdbcc431c7ee409ff903bd5238","1494","1113","outdoor_scene","RGB","existing_damage","train","images/1981.png"
"1982","image-192.png","image-192","1982.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","9769cd2c7a088849a5a0764ae78f155f1732ff3a325bf677c5db58a6519b1e1a","9769cd2c7a088849a5a0764ae78f155f1732ff3a325bf677c5db58a6519b1e1a","1317","981","group_portrait","RGB","existing_damage","train","images/1982.png"
"1983","image-193.png","image-193","1983.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","3baa63a4ab6ce75ee0c85a94bbb49d30bf9e091e70197c948e49f99fbf3f30ce","3baa63a4ab6ce75ee0c85a94bbb49d30bf9e091e70197c948e49f99fbf3f30ce","1518","1085","architecture","RGB","existing_damage","train","images/1983.png"
"1984","image-194.png","image-194","1984.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","0e8349fdb92bd7e6487ef5ac3e325d49da6276d8d4f246b62f9e70b481f64326","0e8349fdb92bd7e6487ef5ac3e325d49da6276d8d4f246b62f9e70b481f64326","1538","1165","architecture","RGB","existing_damage","train","images/1984.png"
"1985","image-195.png","image-195","1985.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","df496dde9f9ebc142241338f0f1b03fdf9cd7e1e02a7a90e851c2a0de91ff672","df496dde9f9ebc142241338f0f1b03fdf9cd7e1e02a7a90e851c2a0de91ff672","1485","1186","outdoor_scene","RGB","existing_damage","train","images/1985.png"
"1986","image-196.png","image-196","1986.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","d45c53eb2ac2a3c7680f675798f901a09ac37ca9ca671cb859f03762e9607f7d","d45c53eb2ac2a3c7680f675798f901a09ac37ca9ca671cb859f03762e9607f7d","1595","1239","outdoor_scene","RGB","existing_damage","train","images/1986.png"
"1987","image-197.png","image-197","1987.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","364848f505179a7e3f26a887e8369d5b81b584d618790b8a4de36b5d9df8d37e","364848f505179a7e3f26a887e8369d5b81b584d618790b8a4de36b5d9df8d37e","1517","1070","architecture","RGB","existing_damage","train","images/1987.png"
"1988","image-198.png","image-198","1988.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","8840ab91a515fc774418c14bbf7f7e12b8e4a44937b4048487113230462e7df5","8840ab91a515fc774418c14bbf7f7e12b8e4a44937b4048487113230462e7df5","1503","1241","outdoor_scene","RGB","existing_damage","train","images/1988.png"
"1989","image-199.png","image-199","1989.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","d13c1c868ab468d9b94b0120a74b2b895430fdd2dda9d8b6999be92d65c8987b","d13c1c868ab468d9b94b0120a74b2b895430fdd2dda9d8b6999be92d65c8987b","1164","1409","architecture","RGB","existing_damage","train","images/1989.png"
"1990","image-200.png","image-200","1990.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","e57b1671b1d519284bb69075af73a717162e62cae444f4674602063ff689aa7e","e57b1671b1d519284bb69075af73a717162e62cae444f4674602063ff689aa7e","1483","1130","outdoor_scene","RGB","existing_damage","train","images/1990.png"
"1991","image-201.png","image-201","1991.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","e22018755ff18d0cf67bd676db69aaf98ca44fa5612bbe24f4d1c6d97177bbac","e22018755ff18d0cf67bd676db69aaf98ca44fa5612bbe24f4d1c6d97177bbac","1375","1028","architecture","RGB","existing_damage","train","images/1991.png"
"1992","image-202.png","image-202","1992.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","40a326865218b4f5911e7590ccfe52b564563c6892290ba1e10481ee25b4e7f8","40a326865218b4f5911e7590ccfe52b564563c6892290ba1e10481ee25b4e7f8","1504","1088","outdoor_scene","RGB","existing_damage","train","images/1992.png"
"1993","image-203.png","image-203","1993.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","96ecd648bf4cb89939f18fbf8407c4cdb74ede01b975bef111857d223de1a115","96ecd648bf4cb89939f18fbf8407c4cdb74ede01b975bef111857d223de1a115","1516","1246","outdoor_scene","RGB","existing_damage","train","images/1993.png"
"1994","image-204.png","image-204","1994.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","9e8d60cdf9930065930177b4fbfc0de3c3170f4a65769d0a8dbea9e3ea3d3bf1","9e8d60cdf9930065930177b4fbfc0de3c3170f4a65769d0a8dbea9e3ea3d3bf1","1454","1181","outdoor_scene","RGB","existing_damage","train","images/1994.png"
"1995","image-205.png","image-205","1995.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","7c0db711fed1d88f1445dcded2c302def0787b365ba00ed022465e08088161f0","7c0db711fed1d88f1445dcded2c302def0787b365ba00ed022465e08088161f0","1481","1167","architecture","RGB","existing_damage","train","images/1995.png"
"1996","image-206.png","image-206","1996.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","bd3b3594a0486be6a8e7a365bc70786c897eb4b6fd58577c53d2086422289657","bd3b3594a0486be6a8e7a365bc70786c897eb4b6fd58577c53d2086422289657","1484","1173","outdoor_scene","RGB","existing_damage","train","images/1996.png"
"1997","image-207.png","image-207","1997.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","1d67ed8342bb2bc125c9f8900ea7559c290dc316b79cdba4a181acdea4d9baa5","1d67ed8342bb2bc125c9f8900ea7559c290dc316b79cdba4a181acdea4d9baa5","1508","1116","architecture","RGB","existing_damage","test","images/1997.png"
"1998","image-208.png","image-208","1998.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","df4450b93c5cc8b46e7a1b1cf67466377b22685f76292aae7b1a19f000e9689c","df4450b93c5cc8b46e7a1b1cf67466377b22685f76292aae7b1a19f000e9689c","1219","1603","outdoor_scene","RGB","existing_damage","train","images/1998.png"
"1999","image-209.png","image-209","1999.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","341d945eba0224980958e21bd115c58f380343c93b411229d81518f68f40b28e","341d945eba0224980958e21bd115c58f380343c93b411229d81518f68f40b28e","1240","1594","outdoor_scene","RGB","existing_damage","train","images/1999.png"
"2000","image-210.png","image-210","2000.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","91885d7a383da41e927c80a1185cad3013211a29fa3aec7efdcb8874e2db9d1a","91885d7a383da41e927c80a1185cad3013211a29fa3aec7efdcb8874e2db9d1a","1504","1232","outdoor_scene","RGB","existing_damage","train","images/2000.png"
"2001","image-211.png","image-211","2001.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","15a213b1ab22b6cc5c07c972b8cdf73f8e6aeb3c2de9369af55301bb17e7ebd4","15a213b1ab22b6cc5c07c972b8cdf73f8e6aeb3c2de9369af55301bb17e7ebd4","1592","1159","outdoor_scene","RGB","existing_damage","validation","images/2001.png"
"2002","image-212.png","image-212","2002.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","8da3b09cdf901a815d585d9d06333200a48b9621e6782d838062abfb698a5db9","8da3b09cdf901a815d585d9d06333200a48b9621e6782d838062abfb698a5db9","1324","1082","outdoor_scene","RGB","existing_damage","train","images/2002.png"
"2003","image-213.png","image-213","2003.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","8ec0c738a05bd139cf427bacb39ed2e6d10411dab34ec540684c7576c608577b","8ec0c738a05bd139cf427bacb39ed2e6d10411dab34ec540684c7576c608577b","1233","1594","architecture","RGB","existing_damage","test","images/2003.png"
"2004","image-214.png","image-214","2004.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","26310dfaabf59deaa8e65936051c1f68b1ee9494efd37aea88ec96b40c6de7d1","26310dfaabf59deaa8e65936051c1f68b1ee9494efd37aea88ec96b40c6de7d1","1488","1205","outdoor_scene","RGB","existing_damage","train","images/2004.png"
"2005","image-215.png","image-215","2005.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","d80be779942b81d3864c7e4820eac4cc33f28302f9e113aae88f2cdb20855250","d80be779942b81d3864c7e4820eac4cc33f28302f9e113aae88f2cdb20855250","1459","1154","outdoor_scene","RGB","existing_damage","train","images/2005.png"
"2006","image-216.png","image-216","2006.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","05c51a1b6f719ca9ed159cf9f3dbd0cf93c423e00f6f9a2a7f3276c74d226538","05c51a1b6f719ca9ed159cf9f3dbd0cf93c423e00f6f9a2a7f3276c74d226538","1405","1140","outdoor_scene","RGB","existing_damage","train","images/2006.png"
"2007","image-217.png","image-217","2007.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","4a7f24913a278afbdb798d07046eb68ef25025546d6c950e36efe2951aeb6b80","4a7f24913a278afbdb798d07046eb68ef25025546d6c950e36efe2951aeb6b80","1506","1147","outdoor_scene","RGB","existing_damage","train","images/2007.png"
"2008","image-218.png","image-218","2008.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","64ad17f2e9ff4d9855f9e1b218a3608fdee61811a5e8d4f5249eedcd5489aa53","64ad17f2e9ff4d9855f9e1b218a3608fdee61811a5e8d4f5249eedcd5489aa53","1489","1130","outdoor_scene","RGB","existing_damage","train","images/2008.png"
"2009","image-219.png","image-219","2009.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","a99d49292ff94f92f65d0e0e412d23b93dc297066523752dd935e5cafc00a68f","a99d49292ff94f92f65d0e0e412d23b93dc297066523752dd935e5cafc00a68f","1014","1258","architecture","RGB","existing_damage","train","images/2009.png"
"2010","image-220.png","image-220","2010.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","9d40e0b1ad9a5419e7d5a83122a2ddf755dba72bb869cac699ca33d9964e11f4","9d40e0b1ad9a5419e7d5a83122a2ddf755dba72bb869cac699ca33d9964e11f4","1177","1442","architecture","RGB","existing_damage","train","images/2010.png"
"2011","image-221.png","image-221","2011.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","a2706478ae6d043ae1fc7614986fe43d763b5467bdc447a630fdc5166ee783df","a2706478ae6d043ae1fc7614986fe43d763b5467bdc447a630fdc5166ee783df","1475","1224","architecture","RGB","existing_damage","train","images/2011.png"
"2012","image-222.png","image-222","2012.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","8d279e900547aeb55240c18938b74ea13074559782fe5c12a90ddeca6c137357","8d279e900547aeb55240c18938b74ea13074559782fe5c12a90ddeca6c137357","1493","1151","architecture","RGB","existing_damage","train","images/2012.png"
"2013","image-223.png","image-223","2013.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","acdfd4e6da3aab6146c8542aa16b72e0f3fdf00de5d6ca609bb074f60111a3ac","acdfd4e6da3aab6146c8542aa16b72e0f3fdf00de5d6ca609bb074f60111a3ac","1489","1182","architecture","RGB","existing_damage","train","images/2013.png"
"2014","image-224.png","image-224","2014.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","2962e3dd0fa991dc283c849477830d033466de593ce67bd5452c8a8aad851e97","2962e3dd0fa991dc283c849477830d033466de593ce67bd5452c8a8aad851e97","1495","1147","indoor_scene","RGB","existing_damage","train","images/2014.png"
"2015","image-225.png","image-225","2015.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","ff5a069393d4b981370cb9d8c305bc20e4d60a5e2cbab0443910210b94c0e0b6","ff5a069393d4b981370cb9d8c305bc20e4d60a5e2cbab0443910210b94c0e0b6","1413","1162","architecture","RGB","existing_damage","train","images/2015.png"
"2016","image-226.png","image-226","2016.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","d3fcdf1be6034e373e187ed1c44b4314f924019c103bd0b6d1a4a433f46ea53a","d3fcdf1be6034e373e187ed1c44b4314f924019c103bd0b6d1a4a433f46ea53a","1372","971","architecture","RGB","existing_damage","train","images/2016.png"
"2017","image-227.png","image-227","2017.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","b50a7ed450035e1ab54deb0b3c0171810f978eab1a3c1e3aee057b3bada067d2","b50a7ed450035e1ab54deb0b3c0171810f978eab1a3c1e3aee057b3bada067d2","1480","1121","outdoor_scene","RGB","existing_damage","train","images/2017.png"
"2018","image-228.png","image-228","2018.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","291aaa562fe181f95500f29f31c3e9f0e116eaa765cf2326a5049aceb4ef98e0","291aaa562fe181f95500f29f31c3e9f0e116eaa765cf2326a5049aceb4ef98e0","1238","1014","architecture","RGB","existing_damage","train","images/2018.png"
"2019","image-229.png","image-229","2019.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","8b0dda24ed2450929ccaf291965ea620cbebcadfa170e030e58d5e9f87bee43b","8b0dda24ed2450929ccaf291965ea620cbebcadfa170e030e58d5e9f87bee43b","1009","1277","outdoor_scene","RGB","existing_damage","train","images/2019.png"
"2020","image-230.png","image-230","2020.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","9cc170823a5cc4683dca145bc81ae81f503fc7cca6c86692dc3965fb66d2a5ee","9cc170823a5cc4683dca145bc81ae81f503fc7cca6c86692dc3965fb66d2a5ee","999","1275","outdoor_scene","RGB","existing_damage","validation","images/2020.png"
"2021","image-231.png","image-231","2021.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","891083f1adc170e57e6e7021f99fc9eae5273a4b39a43e6d45b027028cfff560","891083f1adc170e57e6e7021f99fc9eae5273a4b39a43e6d45b027028cfff560","1397","995","architecture","RGB","existing_damage","test","images/2021.png"
"2022","image-232.png","image-232","2022.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","a930af62d738263e5f2b187628338777f1a7ef10673a2e5d586fcd94110b5743","a930af62d738263e5f2b187628338777f1a7ef10673a2e5d586fcd94110b5743","1297","989","outdoor_scene","RGB","existing_damage","train","images/2022.png"
"2023","image-233.png","image-233","2023.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","d239519921b7e4a7ac46e481cadbc7ff46eb6efbbff4999bb4864ddbb430ca71","d239519921b7e4a7ac46e481cadbc7ff46eb6efbbff4999bb4864ddbb430ca71","1571","1162","outdoor_scene","RGB","existing_damage","train","images/2023.png"
"2024","image-234.png","image-234","2024.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","42fa18394711794e0462114a55ec0839726be2d70137c602c892cb93879f537d","42fa18394711794e0462114a55ec0839726be2d70137c602c892cb93879f537d","1114","1415","outdoor_scene","RGB","existing_damage","test","images/2024.png"
"2025","image-235.png","image-235","2025.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","84725a2e9f8c8d385197cea0cb2a7a59a368419b3ee6ee34af25f27e9462d63f","84725a2e9f8c8d385197cea0cb2a7a59a368419b3ee6ee34af25f27e9462d63f","1008","1245","outdoor_scene","RGB","existing_damage","train","images/2025.png"
"2026","image-236.png","image-236","2026.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","e0662eae5feae6d966cec12d1de12782e57506bb7172d7a2f1d99981f32fd609","e0662eae5feae6d966cec12d1de12782e57506bb7172d7a2f1d99981f32fd609","1251","1020","architecture","RGB","existing_damage","train","images/2026.png"
"2027","image-237.png","image-237","2027.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","e6caded051db76a2ebad41a1e7f8698f4060c61874ab110117cc8023f8876637","e6caded051db76a2ebad41a1e7f8698f4060c61874ab110117cc8023f8876637","1231","1560","outdoor_scene","RGB","existing_damage","train","images/2027.png"
"2028","image-238.png","image-238","2028.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","f230e23adc8fd178f0a7f78a30c1801b7b74dab486ea481867ac735d524e2a19","f230e23adc8fd178f0a7f78a30c1801b7b74dab486ea481867ac735d524e2a19","1036","1462","outdoor_scene","RGB","existing_damage","train","images/2028.png"
"2029","image-239.png","image-239","2029.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","3b253a40562fd93ce32bd1fcc9856817c5e0b99e663580a56c1965cae1d96851","3b253a40562fd93ce32bd1fcc9856817c5e0b99e663580a56c1965cae1d96851","1035","1311","outdoor_scene","RGB","existing_damage","train","images/2029.png"
"2030","image-240.png","image-240","2030.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","d84e8176db6a42e972baf21633d93eee5dba9b4837eb8cb9777a01953e2c72aa","d84e8176db6a42e972baf21633d93eee5dba9b4837eb8cb9777a01953e2c72aa","1234","1556","architecture","RGB","existing_damage","train","images/2030.png"
"2031","image-241.png","image-241","2031.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","c6ce4bb12792f41dc8566d9b878727fedd5a64e99fe4967b2572177004276c99","c6ce4bb12792f41dc8566d9b878727fedd5a64e99fe4967b2572177004276c99","1595","1179","architecture","RGB","existing_damage","train","images/2031.png"
"2032","image-242.png","image-242","2032.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","69a26ab3872f5007c287fcda17bff6d41b611694a55932fe0237f0be4e5853be","69a26ab3872f5007c287fcda17bff6d41b611694a55932fe0237f0be4e5853be","1241","965","outdoor_scene","RGB","existing_damage","train","images/2032.png"
"2033","image-243.png","image-243","2033.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","1b6aa3d8b6a1f30b5359e333f8583416fce60d722dbdf13fdab2722a99709586","1b6aa3d8b6a1f30b5359e333f8583416fce60d722dbdf13fdab2722a99709586","1324","1020","outdoor_scene","RGB","existing_damage","train","images/2033.png"
"2034","image-244.png","image-244","2034.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","f1d576fe92fdf8d2e2452cb576e0b8c20724b5a0795d163df6c5abde4e336600","f1d576fe92fdf8d2e2452cb576e0b8c20724b5a0795d163df6c5abde4e336600","1025","1269","outdoor_scene","RGB","existing_damage","train","images/2034.png"
"2035","image-245.png","image-245","2035.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","556bc8316bdc0b04124db8ff3de85f8472ab0bd858a1045fe8777bf5ee43d639","556bc8316bdc0b04124db8ff3de85f8472ab0bd858a1045fe8777bf5ee43d639","998","1222","outdoor_scene","RGB","existing_damage","train","images/2035.png"
"2036","image-246.png","image-246","2036.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","ac7b64671548270a8e9c423acf57e96842b768f9ba18ca339c173179b0e15c10","ac7b64671548270a8e9c423acf57e96842b768f9ba18ca339c173179b0e15c10","1014","1311","outdoor_scene","RGB","existing_damage","train","images/2036.png"
"2037","image-247.png","image-247","2037.png","real_damaged","托马斯·查尔德中国摄影集（Lothar Lehmann 藏）","","","","8727a17485ddaf89fff4c74d27153181de7c13fae3ce48703b6eeff6a3f07777","8727a17485ddaf89fff4c74d27153181de7c13fae3ce48703b6eeff6a3f07777","1020","1352","architecture","RGB","existing_damage","train","images/2037.png"
